query,answer
"Заказчик определяет критерии и порядок оценки и сопоставления заявок на участие в конкурентной закупке в соответствии с положением о закупке. Требования, предъявляемые к участникам закупки, к предлагаемым ими товарам, работам, услугам, а также к условиям исполнения договора, установленные заказчиком.","6. Заказчик определяет требования к участникам закупки в документации о конкурентной закупке в соответствии с положением о закупке. Не допускается предъявлять к участникам закупки, к закупаемым товарам, работам, услугам, а также к условиям исполнения договора требования и осуществлять оценку и сопоставление заявок на участие в закупке по критериям и в порядке, которые не указаны в документации о закупке. Требования, предъявляемые к участникам закупки, к закупаемым товарам, работам, услугам, а также к условиям исполнения договора, критерии и порядок оценки и сопоставления заявок на участие в закупке, установленные заказчиком, применяются в равной степени ко всем участникам закупки, к предлагаемым ими товарам, работам, услугам, к условиям исполнения договора."
"Федеральный закон от 31.12.2017 505-ФЗ) (в ред. Федерального закона о Федеральном законе о защите прав человека) может быть принятым Федеральным законом (ФФЗ) в соответствии с Федеральным законодательством (ФЗ) от 31.12.2017 и от 31.12.2017 (ФЗ 505)-ФЗ). Эксперты считают, что Федеральный закон является одним из самых противоречивых в российском законодательстве.",(в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
При описании в документации о конкурентной закупке предмета закупки заказчик должен руководствоваться следующими правилами: Заказчик должен обязать заказчика руководствоваться следующим правилами: 6.1. При описании предмета закупок заказчик руководствуется следующим правилом: 6.1.,6.1. При описании в документации о конкурентной закупке предмета закупки заказчик должен руководствоваться следующими правилами:
"В описании предмета закупки указываются функциональные характеристики (потребительские свойства), технические и качественные характеристики, а также эксплуатационные характеристики (при необходимости). Если предмет закупки нужен для необходимости, предмет закупки должен быть оснащен техническими характеристиками (потребительскими свойствами), техническими и качественными характеристиками и эксплуатационными характеристиками.","1) в описании предмета закупки указываются функциональные характеристики (потребительские свойства), технические и качественные характеристики, а также эксплуатационные характеристики (при необходимости) предмета закупки;"
"В описание предмета закупки не должны включаться требования или указания в отношении товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, требования к товарам, информации, работам, услугам, за исключением случаев, если такие требования влекут за собой необоснованное ограничение количества участников закупки.","2) в описание предмета закупки не должны включаться требования или указания в отношении товарных знаков, знаков обслуживания, фирменных наименований, патентов, полезных моделей, промышленных образцов, требования к товарам, информации, работам, услугам при условии, что такие требования влекут за собой необоснованное ограничение количества участников закупки, за исключением случаев, если не имеется другого способа, обеспечивающего более точное и четкое описание указанных характеристик предмета закупки;"
"Н 104-ФЗ (в ред. закона от апреля 2222 N 104-ФФЗ) (в редкий смысл) закона о правах человека и имуществе, который, по мнению эксперта, противоречит российскому законодательству.",(в ред. Федерального закона от 16.04.2022 N 104-ФЗ)
"В случае использования в описании предмета закупки указания на товарный знак необходимо использовать слова «(или эквивалент)» (или эквивалент), за исключением случаев, если товарный знак не имеет смысла «или эквивалент). В случае применения в описании товаровного знака необходимо использовать слово ""или эквивалент».","3) в случае использования в описании предмета закупки указания на товарный знак необходимо использовать слова ""(или эквивалент)"", за исключением случаев:"
"а) несовместимости товаров, на которых размещаются другие товарные знаки, и необходимости обеспечения взаимодействия таких товаров с товарами, используемыми заказчиком.","а) несовместимости товаров, на которых размещаются другие товарные знаки, и необходимости обеспечения взаимодействия таких товаров с товарами, используемыми заказчиком;"
"Закупки запасных частей и расходных материалов к машинам и оборудованию, используемым заказчиком, в соответствии с технической документацией на указанные машины и оборудование, используемые заказчиком, осуществляются в рамках технического документации на указанные заказчики.","б) закупок запасных частей и расходных материалов к машинам и оборудованию, используемым заказчиком, в соответствии с технической документацией на указанные машины и оборудование;"
"Государство и муниципальные закупки товаров, необходимых для исполнения государственного или муниципального контракта, а также закупок товаров для выполнения государственного контракта. Эксперты считают, что такие закупки являются приоритетным инструментом для реализации гос контракта.","в) закупок товаров, необходимых для исполнения государственного или муниципального контракта;"
"Закупки с указанием конкретных товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, места происхождения товара и изготовителя товара, если это предусмотрено условиями международных договоров Российской Федерации или условиями договоров юридических лиц, указанных в части 2 статьи 1 настоящего Федерального закона, в целях исполнения обязательств по заключенным договорам с иностранными юридическими лицами.","г) закупок с указанием конкретных товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, места происхождения товара, изготовителя товара, если это предусмотрено условиями международных договоров Российской Федерации или условиями договоров юридических лиц, указанных в части 2 статьи 1 настоящего Федерального закона, в целях исполнения этими юридическими лицами обязательств по заключенным договорам с юридическими лицами, в том числе иностранными юридическими лицами."
часть введена Федеральным законом от 31 декабря 2017 года и введена в Федеральный закон от 31.12.2017. Документ введен в действие Федеральному закону от 31.12.2017 505-ФЗ) часть была введена федеральным законом о введении Федерального закона от 31.12.2017 и была внесена Федеральным законодательством от 31.12.2017 до 31 декабря 2018 года.,(часть 6.1 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"При закупке товаров, работ, услуг для обеспечения государственных и муниципальных нужд заказчик вправе установить требование об отсутствии сведений об участниках закупки в реестре недобросовестных поставщиков, предусмотренном статьей 5 настоящего Федерального закона, и (или) сведений о участниках контрактной системы.","7. При закупке заказчик вправе установить требование об отсутствии сведений об участниках закупки в реестре недобросовестных поставщиков, предусмотренном статьей 5 настоящего Федерального закона, и (или) в реестре недобросовестных поставщиков, предусмотренном Федеральным законом от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""."
"Н 396-ФЗ) (в ред. закона от 28 декабря 2013 года) (в соответствии с российским законодательством) может быть принятый в ноябре прошлого года российский премьер-министр Дмитрий Медведев. Эксперты считают, что закон будет принятым в ближайшее время.",(в ред. Федерального закона от 28.12.2013 N 396-ФЗ)
"Руководитель заказчика, член комиссии по осуществлению закупок обязаны при осуществлении закупок принимать меры по предотвращению и урегулированию конфликта интересов в соответствии с Федеральным законом от 25 декабря 2008 года N 273-ФЗ «О противодействии коррупции». 7.1. Руководители заказчика обязаны при выполнении закупок принять меры, предотвращать и урегулировать конфликт интересов.","7.1. Руководитель заказчика, член комиссии по осуществлению закупок обязаны при осуществлении закупок принимать меры по предотвращению и урегулированию конфликта интересов в соответствии с Федеральным законом от 25 декабря 2008 года N 273-ФЗ ""О противодействии коррупции""."
"Н.160-ФЗ и «ФЗ-ФЗ) «ФЗ» и «ЛФЗ» «ФЗ», «ФЗ, «ФЗ), «ФЗ) и «Н-160-ФЗ» (ФЗ).",(часть 7.1 введена Федеральным законом от 11.06.2022 N 160-ФЗ)
"Членами комиссии по осуществлению закупок не могут быть закупки, а комиссии не могут осуществлять закупки. Эксперты считают, что комиссия по закупкам не может быть назначена комиссией по осуществлению госзакупок.",7.2. Членами комиссии по осуществлению закупок не могут быть:
"Физические лица, имеющие личную заинтересованность в результатах конкурентной закупки, в том числе физические лица, являющиеся управляющими организаций, подавших заявки на участие в конкурентной закупке, считают виновными в коррупции.","1) физические лица, имеющие личную заинтересованность в результатах закупки (определения поставщика (исполнителя, подрядчика) при осуществлении конкурентной закупки), в том числе физические лица, подавшие заявки на участие в закупке, либо состоящие в трудовых отношениях с организациями или физическими лицами, подавшими данные заявки, либо являющиеся управляющими организаций, подавших заявки на участие в закупке. Понятие ""личная заинтересованность"" используется в значении, указанном в Федеральном законе от 25 декабря 2008 года N 273-ФЗ ""О противодействии коррупции"";"
"Физические лица, являющиеся участниками (акционерами) организаций, подавших заявки на участие в закупке, членами их органов управления, кредиторами участников закупки, кредиторами и кредиторами участников закупки; физические лица, являются участниками, акционерами, кредиторами, кредиторами.","2) физические лица, являющиеся участниками (акционерами) организаций, подавших заявки на участие в закупке, членами их органов управления, кредиторами участников закупки;"
"Физические лица и иные физические лица в случаях, определенных положением о закупке, в случае, определенном положением об их закупке. В случае закупки иных физических лиц в случаях закупки, определенных положением о закупках.","3) иные физические лица в случаях, определенных положением о закупке."
"«Н 160-ФЗ» и «ФЗ-ФЗ) «ФЗ «ФЗ» «ФЗ о «ФЗ», «ФЗ) и «О «ФЗ».",(часть 7.2 введена Федеральным законом от 11.06.2022 N 160-ФЗ)
"Член комиссии по осуществлению закупок обязан незамедлительно сообщить заказчику о возникновении обстоятельств, предусмотренных частью 7.2 настоящей статьи. В случае выявления в составе комиссии физических лиц, указанных в части 7.2, заказчик обязан заменить их другими физическими лицами.","7.3. Член комиссии по осуществлению закупок обязан незамедлительно сообщить заказчику, принявшему решение о создании комиссии по осуществлению закупок, о возникновении обстоятельств, предусмотренных частью 7.2 настоящей статьи. В случае выявления в составе комиссии по осуществлению закупок физических лиц, указанных в части 7.2 настоящей статьи, заказчик, принявший решение о создании комиссии по осуществлению закупок, обязан незамедлительно заменить их другими физическими лицами, соответствующими требованиям, предусмотренным положениями части 7.2 настоящей статьи."
Н 160-ФЗ и «ФЗ-ФЗ» о «ФЗ) «ФЗ» (ФЗ) о «РосфЗ) и «Н-160-ФЗ».,(часть 7.3 введена Федеральным законом от 11.06.2022 N 160-ФЗ)
"Правительство Российской Федерации вправе установить, какие полномочия должны устанавливать правительство РФ. Правительство РФ вправе устанавливать, какие именно требования к российскому законодательству могут быть приняты.",8. Правительство Российской Федерации вправе установить:
"приоритет, включая минимальную долю закупок, товаров российского происхождения, работ, услуг, выполняемых, оказываемых российскими лицами, по отношению к товарам, происходящим из иностранного государства, работам, услугам, выполняемым, оказываемым иностранными лицами. приоритет приоритета — минимальная доля закупок товаров, происходящих из иностранных государств, работы, услуги, выполняемые, оказываемые российскиими лицами.","1) приоритет, включая минимальную долю закупок, товаров российского происхождения, работ, услуг, выполняемых, оказываемых российскими лицами, по отношению к товарам, происходящим из иностранного государства, работам, услугам, выполняемым, оказываемым иностранными лицами;"
"Федеральный закон от 7 июля 2020 года может быть принят Федеральным законом о федеральном законе о 250-ФЗ (в ред. Федерального закона от07.2020) о применении которого ранее выступали участники рынка недвижимости. Эксперты считают, что закон будет принятым в ближайшее время.",(в ред. Федерального закона от 31.07.2020 N 250-ФЗ)
"Участники малого и среднего предпринимательства могут участвовать в закупках, осуществляемой отдельными заказчиками, а также обязанность отдельных заказчиков осуществлять закупки, участниками которых могут быть только субъекты малого или среднего бизнеса.","2) особенности участия субъектов малого и среднего предпринимательства в закупке, осуществляемой отдельными заказчиками, годовой объем закупки, который данные заказчики обязаны осуществить у таких субъектов, порядок расчета указанного объема, а также форму годового отчета о закупке у субъектов малого и среднего предпринимательства и требования к содержанию этого отчета. Такие особенности могут предусматривать обязанность отдельных заказчиков осуществлять закупки, участниками которых могут быть только субъекты малого и среднего предпринимательства;"
"Федеральный закон от 31.12.2017 505-ФЗ) (в ред. Федерального закона о Федеральном законе о защите прав человека) может быть принятым Федеральным законом (ФФЗ) в соответствии с Федеральным законодательством (ФЗ) от 31.12.2017 и от 31.12.2017 (ФЗ 505)-ФЗ). Эксперты считают, что Федеральный закон является одним из самых противоречивых в российском законодательстве.",(в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
"Основные особенности закупок отдельными заказчиками аудиторских услуг (за исключением проведения обязательного аудита бухгалтерской (финансовой) отчетности заказчика), а также консультационных услуг. Эксперты считают, что аудиторские услуги могут быть не только консультационными, но и консультионными услугами.","3) особенности осуществления закупок отдельными заказчиками аудиторских услуг (за исключением проведения обязательного аудита бухгалтерской (финансовой) отчетности заказчика), а также консультационных услуг;"
"3 введен Федеральным законом от 2906.2015 N 210-ФЗ) и введен российским законом в 2015 году. 3 введен федеральным законом, а 3 введен в действие законом от 29.06.2015. Документ вступает в силу в соответствии с российским законодательством. Эксперты считают, что законопроект может быть принятым в ближайшее время.",(п. 3 введен Федеральным законом от 29.06.2015 N 210-ФЗ)
"Федеральный закон о закупках, проводимых в случаях, определенных Правительством Российской Федерации в соответствии с частью 16 статьи 4 настоящего Федерального закона, в том числе: закупки и закупки, проводиемые в случае, определенных правительством РФ. Эксперты считают, что такие закупки могут быть проведены только в том случае, если они будут определены Правительством России.","4) особенности осуществления закупок, проводимых в случаях, определенных Правительством Российской Федерации в соответствии с частью 16 статьи 4 настоящего Федерального закона, в том числе:"
"Н 104-ФЗ (в ред. закона от апреля 2222 N 104-ФФЗ) (в редкий смысл) закона о правах человека и имуществе, который, по мнению эксперта, противоречит российскому законодательству.",(в ред. Федерального закона от 16.04.2022 N 104-ФЗ)
"В электронной форме электронные формы являются одним из основных элементов электронной и электронной форм, а также особенности их осуществления в электронной форме.",а) особенности их осуществления в электронной форме;
"Организация документооборота в форме электронных документов, требования к форматам и видам средств электронной подписи и особенности документооборотов в электронных документах. а) форматы и вида средств подписи, применяемые при таком документообороте.","б) особенности документооборота в форме электронных документов, требования к форматам и видам средств электронной подписи, применяемым при таком документообороте;"
"Участники закупки определяют порядок предоставления и возврата обеспечения заявок на участие в закупке, а также порядок блокирования денежных средств, внесенных участниками закупки.","в) порядок предоставления и возврата обеспечения заявки на участие в закупке, а также порядок и случаи блокирования денежных средств, внесенных участниками закупки в целях обеспечения заявок на участие в закупке;"
"Перечень операторов электронных площадок для проведения закупок и обеспечения документооборота в форме электронных документов, их единые требования к электронным площадкам, их функционированию и операторам таких площадок.","г) перечень операторов электронных площадок для проведения закупок и обеспечения документооборота в форме электронных документов, а также единые требования к электронным площадкам, их функционированию и операторам таких электронных площадок."
Федеральный закон от 31 декабря 2017 года введен Федеральным законом о введении Федерального закона о федеральном законодательстве (п. введен введен Федеральный закон) о его введении. Изменения в законодательство введены Федеральными законами от 31.12.2017 до 31 декабря 2018 года.,(п. 4 введен Федеральным законом от 31.12.2017 N 505-ФЗ)
"Федеральный закон от 28.12.2013 N 396-ФЗ) (часть 8 в ред. Федерального закона) (часть 8, часть 8 в в ред.) Федеральные законы о защите прав и свободы человека — часть 8 и часть 9 в ред. закона о правах человека и имуществе — часть 7 в ред. ФЗ) о нарушении прав человека и не только о коррупции, но и о том, что они не нарушают законодательство, считают эксперты.",(часть 8 в ред. Федерального закона от 28.12.2013 N 396-ФЗ)
"В случае невыполнения заказчиком обязанности осуществлять закупки у субъектов малого и среднего предпринимательства в течение календарного года в объеме, установленном Правительством Российской Федерации, положение о закупке данного заказчика признается неразмещенным в соответствии с требованиями настоящего Федерального закона.","8.1. В случае невыполнения заказчиком обязанности осуществить закупки у субъектов малого и среднего предпринимательства в течение календарного года в объеме, установленном Правительством Российской Федерации в соответствии с пунктом 2 части 8 настоящей статьи, либо размещения недостоверной информации о годовом объеме закупок у таких субъектов, включенной в отчет, предусмотренный частью 21 статьи 4 настоящего Федерального закона, либо неразмещения указанного отчета в единой информационной системе положение о закупке данного заказчика с 1 февраля года, следующего за прошедшим календарным годом, и до завершения этого года признается неразмещенным в соответствии с требованиями настоящего Федерального закона. В данном случае в течение указанного периода заказчики руководствуются положениями Федерального закона от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"" в части:"
"Цена контракта, заключаемого с единственным поставщиком (исполнителем, подрядчиком), обоснования начальной (максимальной) цены контракта, обоснования максимальной цены, цены, заключаемой с подрядчиком. Основанием обоснования цены контрактов и обоснования обоснования минимальной цены контракт, цены одного поставщика (исполнителя, подрядчика).","1) обоснования начальной (максимальной) цены контракта, цены контракта, заключаемого с единственным поставщиком (исполнителем, подрядчиком);"
"способа определения поставщика (подрядчика, подрядчика, а также поставщика) и независимого поставщика (поставщика, и поставщика) «подрядчика» и «исполнителя» (подрядчик) и «подрядчика» и его поставщика.","2) выбора способа определения поставщика (исполнителя, подрядчика);"
"С 1 февраля до окончания календарного года закупки у субъектов малого предпринимательства, социально ориентированных некоммерческих организаций осуществляются в соответствии с частями 1 - 3, 5 - 8 статьи 30 Федерального закона от 5 апреля 2013 года N 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд».","3) осуществления закупок у субъектов малого предпринимательства, социально ориентированных некоммерческих организаций в соответствии с частями 1 - 3, 5 - 8 статьи 30 Федерального закона от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"". При этом для целей настоящей части под совокупным годовым объемом закупок заказчика понимается совокупный объем цен договоров, заключенных заказчиком с 1 февраля до окончания календарного года;"
"Инвестиции в закупки для участников закупок могут быть связаны с изменениями в законодательстве и правилами закупок. В частности, к участникам закупок присоединятся участники закупок.",4) применения требований к участникам закупок;
"5) оценки заявок, окончательных предложений участников закупок. 5) оценка заявок и окончательных предложения участников покупок; 5) оценку заявок участников рынка закупок.","5) оценки заявок, окончательных предложений участников закупок;"
"6) создание и функционирование комиссии по осуществлению закупок, создания и функционирования комиссии по закупкам. 6) создания комиссий по закупкам и создания комиссии по контролю закупок.",6) создания и функционирования комиссии по осуществлению закупок;
"Поставщик, исполннитель, подрядчик и исполнитель должен определить поставщика (исполнителя, подрядчика) в соответствии с параграфами 2 и 3 главы 3 Федерального закона от 5 апреля 2013 года N 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд». При этом заказчики должны определять поставщика в соответствии со параграфами 2, 3, 3 и 4 главы 3 ФЗ.","7) определения поставщика (исполнителя, подрядчика) в соответствии с параграфами 2 и 3 главы 3 Федерального закона от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"". При этом заказчики:"
"Государственный закон о правах человека и свободе свободы — в ред. закона о 360-ФЗ) (в ред. российского закона от 07.2021 N 360-ФФЗ) и в ред. федерального закона. Эксперты считают, что закон может быть принятым только в случае принятия закона.",(в ред. Федерального закона от 02.07.2021 N 360-ФЗ)
"Сведения об участниках закупок, уклонившихся от заключения договоров, направляют в федеральный орган исполнительной власти, уполномоченный на осуществление контроля в сфере закупок и осуществляющий ведение реестра недобросовестных поставщиков (исполнителей, подрядчиков), с которыми договоры расторгнуты по решению суда в связи с существенным нарушением условий договоров в соответствии с настоящим Федеральным законом.","а) направляют в федеральный орган исполнительной власти, уполномоченный на осуществление контроля в сфере закупок и осуществляющий ведение реестра недобросовестных поставщиков (исполнителей, подрядчиков), сведения об участниках закупок, уклонившихся от заключения договоров, а также о поставщиках (исполнителях, подрядчиках), с которыми договоры расторгнуты по решению суда в связи с существенным нарушением ими условий договоров в соответствии с настоящим Федеральным законом;"
"Государственные органы исполнительной власти не проводят согласование применения закрытого конкурса, закрытого аукциона с федеральным органом исполнительной власти, уполномоченным Правительством Российской Федерации на осуществление такого согласования с федеральными органами исполнительной власти.","б) не проводят согласование применения закрытого конкурса, закрытого аукциона с федеральным органом исполнительной власти, уполномоченным Правительством Российской Федерации на осуществление такого согласования;"
"Государственный закон о правах человека и свободе свободы — в ред. закона о 360-ФЗ) (в ред. российского закона от 07.2021 N 360-ФФЗ) и в ред. федерального закона. Эксперты считают, что закон может быть принятым только в случае принятия закона.",(в ред. Федерального закона от 02.07.2021 N 360-ФЗ)
"Система контрактной системы в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд может быть осуществлена у единственного поставщика (исполнителя, подрядчика) в случаях, предусмотренных частью 1 статьи 93 Федерального закона от 5 апреля 2013 года N 44-ФЗ «О контрактной системе в сфере контрактной системы».","8) осуществления закупки у единственного поставщика (исполнителя, подрядчика) в случаях, предусмотренных частью 1 статьи 93 Федерального закона от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"". При этом заказчики:"
